Company Name;Category;Address;City;Country;email;phone;fax;web;phone24;Ports;Company profile
Makhoha and sons;Other;P.o.box 7178;Kampala;Uganda;makhoha@yahoo.com;"""+256774895016""";"""+256774895016""";No data;"""No data""";No data;Car importation
honglien.co.ltd;Ship Agent, Port Agent;52 nguyá»…n trÆ°á»ng tá»™, phuong 12 quáº­n 4;hochiminh;Vietnam;honglien.co.ltd@gmail.com;"""+84 93 801 86 12""";"""No data""";http://hongliengroup.com/gioi-thieu.html;"""No data""";No data;"NGÃ€NH NGHá»€ KINH DOANH
Äáº¡i lÃ½ tÃ u biá»ƒn vÃ  mÃ´i giá»›i hÃ ng háº£i
Kinh doanh vÃ  khai thÃ¡c váº­n táº£i biá»ƒn, cáº£ng biá»ƒn
Kinh doanh kho bÃ£i, dá»‹ch vá»¥ há»• trá»£ á»Ÿ cáº£ng vÃ  cung á»©ng tÃ u biá»ƒn
Váº­n táº£i vÃ  dá»‹ch vá»¥ giao nháº­n váº­n chuyá»ƒn hÃ ng hÃ³a Ä‘a phÆ°Æ¡ng thá»©c.
Tá»• chá»©c sáº£n xuáº¥t kinh doanh, dá»‹ch vá»¥ hÃ ng hÃ³a xuáº¥t nháº­p kháº©u
Cho thuÃª vÄƒn phÃ²ng
Äáº¡i lÃ½ giao nháº­n váº­n chuyá»ƒn Quá»‘c táº¿
Äáº¡i lÃ½ Háº£i Quan"
HAH CARGO AND LOGISTIC SERVICES LLC;Logistics and Transport;No data;No data;United Arab Emirates;No data;"""+971 50 969 4557""";"""No data""";No data;"""No data""";No data;No data
Constacloud;IT and Software Services;No data;No data;India;No data;"""9302378501""";"""No data""";No data;"""No data""";No data;No data
AlianÃ§a NavegaÃ§Ã£o e LogÃ­stica;Logistics and Transport;AlianÃ§a NavegaÃ§Ã£o e LogÃ­stica Ltda. Rua Verbo Divino, 1547;SÃ£o Paulo SP;Brazil;contato.sao@alianca.com.br;"""+55 11 5185 3100""";"""No data""";https://www.alianca.com.br/;"""No data""";Santos;"A AlianÃ§a NavegaÃ§Ã£o e LogÃ­stica Ã© lÃ­der no transporte de cabotagem na AmÃ©rica do Sul, sendo uma das pioneiras no retorno deste serviÃ§o no PaÃ­s.
Sua carteira de clientes Ã© diversificada e conta com lÃ­deres de todos os setores da economia, tais como: automotivo, quÃ­mico, eletroeletrÃ´nicos, carne, frutas, higiene, limpeza e madeira.
Atualmente, a empresa tem mais de 1300 funcionÃ¡rios em terra e mar, sendo que seu crescimento nos Ãºltimos anos Ã© resultado da intensificaÃ§Ã£o das atividades em todas as etapas da cadeia de logÃ­stica, incluindo o serviÃ§o porta a porta. A frota de navios no serviÃ§o de cabotagem, incluindo alguns de 4.800 TEUs, conecta 15 portos de Buenos Aires a Manaus, realizando mais de 100 escalas mensais."
Emprise Safety & Marine Supplies L.L.C;Marine Equipment;Warehouse# W122B;Dubai;United Arab Emirates;info@esmarsupplies.com;"""+971 52 639 8418""";"""+971 4 554 6091""";http://www.esmarsupplies.com/;"""+971526398418""";No data;"I would like to introduce you our company E S M A R with existing locations in Dubai Maritime City , Fujairah and Abu Dhabi . We are able to cater the needs / requirements of vessels calling at Fujairah Anchorage and Port, Dubai, Abu Dhabi and Sharjah Ports and offer high quality but cost effective services and supplies for marine safety equipment and systems.
Â· Onboard and Offshore Services
Life raft | Rescue Boat | Life Boat
EEBD | SCBA | Medical Oxygen Resuscitator | Inflatable Life Jackets | Breathing Air Cascade System | Air Quality Tests | Immersion Suits
Fixed CO2 System| Sprinkler |Water Mist | Halon | FM -200 | Wet chemical System | Foam system | Heli Deck Foam system | Fire Detection System |Fixed Dry Powder System| Low Pressure CO2 system
Portable Fire Extinguishers | Non Portable Fire Extinguishers | Foam Analysis Test | Portable Foam Applicators | Fireman Outfits
Fixed Gas Detection System | Portable Multi Gas Detectors | Portable Single Gas Detectors | Alcohol Breath Analyzer | 15 ppm Oily Water Separator
Hydro static Testing of High pressure and Low pressure Cylinders
Â· Port Accesses in UAE
Dubai | Abu Dhabi | Sharjah | Fujairah | Khorfakkan | Ras Al Khaimah
Â· IACS
image.png image.png image.png image.png image.png image.png image.png image.png
Bureau | ABS | Lloydâ€™s | DNV-GL | IRS | Tasneef | ADNOC | FTA
Veritas Register
Company Profile & Product list attached below. Alternatively, log on to www.esmarsupplies.com for more information."
SEMA SHIPPING & TRADING;Ship Supply;b,dora;Chittagong;Bangladesh;operation@semashipping.com;"""+8801720814381""";"""+8801720814381""";http://www.semashipping.com/;"""01670510656""";No data;Fresh Provisions / Technical Store Supply @Chittagong / Mongla Port.
Holyhead Towing Company Ltd;Towing Services, Tugs;Newry Beach Yard;Holyhead;United Kingdom;towing@holyhead.co.uk;"""+44 1407 760111""";"""+44 1407 764531""";https://holyheadtowing.com/;"""No data""";No data;Holyhead Towing owns & operates specialist shallow-draft tugs, multicats, workboats, survey, transport vessels, and crew boats, that are deployed in support of the wind farm, oil & gas, pipe- and cable-laying, and dredging sectors, and the marine civil engineering industry in general.
Provisiones y Servicios Maritimos P.S.M. SAS;Other;Mamonal Km. 6 Parquiamerica Comfenalco Of.305;Cartagena;Colombia;operations@psmsas.com;"""+573187949876""";"""No data""";http://www.psmsas.com/;"""No data""";"Cartagena, 
Barranquilla, 
Santa Marta, 
TolÃº";"We are a port operator company located in Cartagena, Colombia. Our main services are:

- Sludge reception & Disposal
- Garbage reception & Disposal
- Bunker supply (MGO)
- Off board Medical Services

Cartagena, Barranquila & Santa Marta"
Cameroon Diving Services Ltd;Ship Repair;CARREFOUR SAMUEL ETO,O FILS BONAMOUSSADI;DOUALA;Cameroon;info@cameroondivingservices.com;"""+237233478787""";"""No data""";https://www.cameroondivingservices.com/;"""670497663""";"Limbe Terminal, 
Douala, 
Kome Kribi 1 Marine Terminal";"Our certified diving team guarantees excellent results in underwater services always on schedule.
Cameroon Diving Services Ltd (CDS) was established by a group of professional divers with objective of providing professional cost and effective underwater diving services Specialized in hull cleaning in Africa, using hydraulically powered underwater hull and propeller cleaning equipment.

Underwater hull cleaning saves fuel and increase vessel speed
Cameroon Diving Services Ltd (CDS) is one of the leading approved and certified underwater diving service provider, operating along the Cameroon Sea board. CDS Ltd provides dive services for virtually all types of marine services and subsea operations, we have the technology and experience to efficiently complete your every project. We do all underwater repair and maintenance solutions to Rigs and vessel-owners wherever and whenever they are needed."
Cameroon Diving Services Ltd;Ship Repair;CARREFOUR SAMUEL ETO,O FILS BONAMOUSSADI;DOUALA;Gabon;info@cameroondivingservices.com;"""+237 2 33 47 87 87""";"""No data""";https://www.cameroondivingservices.com/;"""+237670497663""";No data;Cameroon Diving Services Ltd (CDS) was established by a group of professional divers with objective of providing professional cost and effective underwater diving services Specialized in hull cleaning in Africa, using hydraulically powered underwater hull and propeller cleaning equipment.
PT Mutiara Sanjaya;Marine Equipment;Green Sedayu Bizpark GS5 no 37. Jl. Cakung CIlincing Timur KM2.;JAKARTA;Indonesia;sales@mutiarasanjaya.com;"""+62 21 29832033""";"""No data""";http://www.mutiarasanjaya.com/;"""No data""";No data;"Authorized distributor for Tanabe Compressors in Indonesia.
We supply marine compressors for engine starting, LPG, LNG, service air and general purpose."
TRAMARSA;Ship Agent, Port Agent;Av. Industrial s/n, Sector Cata Cata;Ilo;Peru;mpaucarl@tramarsa.com.pe;"""(51 53) 481 682""";"""No data""";http://www1.tramarsa.com.pe/;"""(51 53) 481 682""";No data;"Somos lÃ­deres en el negocio de operaciones marÃ­timas y portuarias en el PerÃº; por ser la Ãºnica empresa del mercado que ofrece el conjunto completo de servicios a nivel nacional


Somos una asociaciÃ³n que forma parte del Holding Central Puertos, un conglomerado de compaÃ±Ã­as del negocio portuario perteneciente al Grupo Romero. Tramarsa fue fundada el 9 de noviembre de 1990, en el puerto del Callao e iniciÃ³ sus operaciones el 01 de abril de 1991.


Nos dedicamos a la atenciÃ³n de naves, carga e infraestructura marÃ­tima y portuaria; y genera valor a travÃ©s de soluciones especializadas e integrales, con personal competente y motivado, convirtiÃ©ndose en aliados estratÃ©gicos de sus clientes, contribuyendo a su desarrollo y al de las Ã¡reas de influencia donde opera con responsabilidad social.


Adicionalmente, operamos terminales portuarios privados, de modo que los titulares de los mismos puedan dejar la actividad portuaria en manos de una compaÃ±Ã­a especializada y dedicar todos sus esfuerzos a su negocio prin"
Monjasa;Oil & Energy;Jumeirah Lakes Towers, Cluster I Silver Tower;Dubai;United Arab Emirates;dubai@monjasa.com;"""+971 4 420 8600""";"""No data""";http://www.monjasa.com/;"""No data""";No data;Bunkering, Physical supply, Terminal operation, and Ship-owning activities
TBBX CO LTD;Ship Supply;223/14/4/15 Huynh Tan Phat st, Nha be ward;Ho Chi Minh;Vietnam;mia@tbbxmarineservice.com;"""+84 90 963 91 07""";"""+84 283 7811 442""";http://www.tbbxmarineservice.com/;"""+84903141836""";No data;No data
ITACOATIARA SHIP CHANDLER;Ship Supply;Av. Parque, 466;Itacoatiara, Amazonas;Brazil;supply@itasupply.com.br;"""+55 92 99117-8179""";"""No data""";http://www.itasupply.com.br/;"""+55 92 991178179""";"Belem, 
Vila do Conde, 
Santarem, 
Itacoatiara, 
Manaus";"General ship supply. Opened For Business In December 2008, Is Based In The Port Of Itacoatiara â€“ Amazonas â€“ Brazil.
Our Team is Staffed With High Quality Professionals Vessels With All Ther Material Need."
Scan Travel Services GmbH;Crewing Service;SÃ¼lldorfer Landstr. 56;Hamburg;Germany;office@scan-travel.net;"""072219019080""";"""No data""";https://www.scan-travel.net/;"""No data""";No data;"Seaman fares - Marine & Offshore Travel

For over 30 years we have been supporting clients from the shipping industry, deploying their crews and superintendents worldwide. Thereby flexibility and personal support have highest priority for us."
RK SHIPPING & TRADING CO;Ship Supply;chittagong;chittagong;Bangladesh;rkshippingtradingco@gmail.com;"""+8801612158921""";"""+8801612158921""";http://www.rkshippingbd.com/;"""01748979197""";No data;No data
Kimyu Petroleum Trading;Ship Supply;Jalan Perusahaan 24, Taman Perindustrian Pandamaran;Port Klang;Malaysia;sales@kimyu.com.my;"""+60193311553""";"""+60331631944""";https://www.kimyu.com.my/;"""+6019-3311553""";Port Klang;"More than two decades, reputable premier authorised dealer for Petronas to sell in bulk supply for diesel and fuel oil.
For more information, kindly contact me for more detail."
Cameroon Diving Services Ltd;Diving and Underwater Services;CARREFOUR SAMUEL ETO,O FILS BONAMOUSSADI;DOUALA;Cameroon;info@cameroondivingservices.com;"""+237 2 33 47 87 87""";"""No data""";https://www.cameroondivingservices.com/;"""+237670497663""";"Lome, 
Limbe Terminal, 
Douala, 
Kome Kribi 1 Marine Terminal, 
Punta Europa Terminal, 
Port Gentil, 
Pointe Noire, 
Tiko";"Cameroon Diving Services Ltd (CDS) is one of the leading approved and certified underwater diving service provider, operating along the Cameroon Sea board. CDS Ltd provides dive services for virtually all types of marine services and subsea operations, we have the technology and experience to efficiently complete your every project.
We do all underwater repair and maintenance solutions to Rigs and vessel-owners wherever and whenever they are needed.
Underwater inspection
Underwater video
Underwater photos
Underwater hull cleaning ( uw hull cleaning )
Underwater fitting and replacement of anodes
Underwater ultrasonic thickness measurements
Underwater waterproofing services
Underwater propeller repair ( uw propeller repair )
Underwater propeller cropping
Underwater propeller polishing ( uw propeller polishing )
Underwater rebalancing
Underwater search and recovery of lost anchor
Underwater welding ( wet welding )
Underwater technical works for port facilities
U/W sea chests cleaning & underwater sea chests grating cleaning
Plugging sea chests
UW repair and maintenance bow thrusters
In-water class survey ( UWILD)
Underwater clearance measurements
Underwater survey of underwater constructions
Underwater survey of coastal structures
Underwater cutting ( u/w cutting )
Underwater repairs ( u/w repairs )
Underwater propeller cutting
Underwater rudders repair
U/W replacement rope-cutter
Underwater repair bow thrusters
Underwater technical works
Underwater technical works for port facilities
Submarine pipeline installation
Underwater cables installation
Construction of ports
Shipwreck salvage
Shipwreck cutting
Shipwreck removal"
WesTrac Pty Ltd;None;1 WesTrac Drive;Tomago;Australia;No data;"""+6189377 8770""";"""No data""";http://www.westrac.com.au/;"""No data""";No data;Equipment Solutions, New and Used Cat Equipment, Cat Parts and Components, Plant Maintenance and Repair, Component and Machine Rebuild, Equipment Monitoring, Asset Management, Technology Enabled Solutions, Operator Training, and Heavy Equipment.
CEMAO;Bunker;Patte D'oie Builders;30;Senegal;konemaritime@gmail.com;"""+221776434708""";"""No data""";No data;"""No data""";Dakar;"Cargo surveyor membre of senelegalese surveying board- ONES
- tally
- condition survey
- draft survey
- bunker survey
- preloading"
TSHC-shipchandler;Ship Supply;ÑƒÐ»Ð¸Ñ†Ð° ÐœÐ¸Ñ€Ð° 3;ÐÐ¾Ð²Ð¾Ñ€Ð¾ÑÑÐ¸Ð¹ÑÐº;Russia;shipchandler.runvs@yandex.ru;"""+7 988 407-94-94""";"""+7 988 407-94-94""";http://www.tshc.ru/;"""+79884079494""";No data;"Provision
Bond store
Deck store
Charts"
TSHC-shipchandler;Ship Supply;ÑƒÐ»Ð¸Ñ†Ð° ÐœÐ¸Ñ€Ð° 3;ÐÐ¾Ð²Ð¾Ñ€Ð¾ÑÑÐ¸Ð¹ÑÐº;Russia;shipchandler.runvs@yandex.ru;"""+7 988 407-94-94""";"""+7 988 407-94-94""";http://www.tshc.ru/;"""+79884079494""";No data;"Provision
Bond store
Deck store
Charts"
TSHC-shipchandler;Ship Supply;ÑƒÐ»Ð¸Ñ†Ð° ÐœÐ¸Ñ€Ð° 3;ÐÐ¾Ð²Ð¾Ñ€Ð¾ÑÑÐ¸Ð¹ÑÐº;Russia;shipchandler.runvs@yandex.ru;"""+79884079494""";"""+79884079494""";http://www.tshc.ru/;"""+79884079494""";No data;"Provision
Bond store
Deck store
Charts"
AMTS International;Marine Equipment;Calle 31B no. 10B, , Fracc. Justo Sierra;Ciudad del Carmen;Mexico;info@amts.mx;"""+5219383895463""";"""No data""";No data;"""+5219383895463""";No data;"Specialized in Service, Installation, Repair and Sales of;
> Navigation and Communication equipment
> GMDSS Systems, certification and annual inspections
> Dynamic Positioning systems
> High accuracy Positioning systems
> Autopilots
> Gyro compasses,
> Motion Reference Sensors
> Meteosensors
> Helideck Monitoring system
> Cloudservices
> Voice over IP systems (VOIP)
> Cost cutting Satellite communication."
Trammo SARL;Ship Operator/Management;Service company of Trammo Group, 23 Rue Balzac, 75008 Paris, France, , Ph: +33 (1) 5818-3380, Fx: +33 (1) 5818-3381;Paris;France;No data;"""No data""";"""No data""";https://www.trammo.com/;"""+33 (1) 5818-3380""";No data;"Trammo is a leading global commodity merchandiser engaged in the marketing, trading, distribution and transportation of a wide variety of commodity products, including being a market leader in anhydrous ammonia, sulphur, sulphuric acid, nitric acid and petroleum coke.
The Company was founded in 1965 by Ronald P. Stanton with the intention of specializing in the international trade of ammonia, and today remains privately held and manages its operations through its headquarters in New York City and offices worldwide."
Vanino Chandler;Ship Supply;1st Line;Vanino;Russia;snabservis.vanino@mail.ru;"""+79242092929""";"""+79242092929""";No data;"""No data""";Bukhta Vanino;"Complete set of ship-chandler services / marine services
Daily service
Flexible system of settlements
Competitive rates, discounts
FOOD / PROVISION SUPPLY OF SHIPS
Dairy products, meat and canned products, fresh fruits and vegetables, sausages, wide choice of grocery and confectionery, soft drink, beer and cigarettes

TECHNICAL SUPPLY OF SHIPS
Rigging ropes, tools, electrical supplies, bearings, ship equipment and spare parts, oil and greases, marine chemicals and scours
Firefighting, lifesaving and PPE equipment
Cabin stores, including working clothes, stationery and office supplies, household appliances and goods
Surveys and services of insulated immersion suits, including inflatable life rafts and hydrostatic release, fire extinguishing equipment, self-contained breathing apparatus"
Antares Shipping (Pvt) Ltd;Ship Agent, Port Agent;8/4, Charles Way (Off 5th Lane);Colombo 00300;Sri Lanka;opsgalle@antaresship.com;"""+94 70 208 0000""";"""No data""";No data;"""+94702080000""";"Colombo, 
Galle, 
Trincomalee, 
Hambantota";"Antares Shipping (Sri Lanka) - THE SPECIALIST AGENCY COMPANY
We are recognized to provide excellent customer service in serving the marine transportation industry with a wide range of services required by the ship owners, managers and charterers alike.
Antares Shipping can handle any type of vessel and provide any type of services as required by the Owners, Managers and Charterers and ensuring a quick turnaround of the vessels.
SERVICES AT A GLANCE:
â€¢ Cargo Operation
â€¢ Bunker co-ordination including arranging bunkers quantity/quality surveys
â€¢ Crew Changes, including arranging visas and entry formalities
â€¢ Crew welfare â€“ doctor, dentist, mail,
â€¢ Ship spare custom clearance and delivery
â€¢ Spare parts, store and provision supply
â€¢ Lube oil supply
â€¢ Fresh water supply
â€¢ Cash to Master
â€¢ Ship repairs and dry docking assistance
â€¢ Underwater survey, hull and propeller cleaning
â€¢ De-slopping / waste oil removal
Ports served:
Colombo â€“ Galle â€“ Trincomalee â€“ Hambantota
Galle OPL: Galle is the main point for embarking/disembarking of on-board maritime security guards & weapons and its a cost effective location for crew change and spare parts delivery for vessels plying on the busiest East - West shipping route.
We are ready to assist you and welcome your inquiries.
Contact:
ANTARES SHIPPING PRIVATE LIMITED
No. 8/4 Charles way (off 5th lane),
Colombo 00300, Sri Lanka.
T: +94 70 208 0000
E: opsgalle@antaresship.com / ops@antaresship.com
www.anatresship.com"
Sidus Marine Group;Ship Supply;Ozolu 28;Jaunmarupe;Latvia;info@sidus.lv;"""+371 27 839 504""";"""+371 27 839 504""";https://www.sidus.lv/;"""No data""";No data;No data
Scandlines Deutschland GmbH;Ferry Lines;Zum FÃ¤hrterminal 1;Rostock;Germany;No data;"""+49 (0) 381-77 88 77 66""";"""No data""";http://www.scandlines.com/;"""No data""";Rostock;Scandlines stands as a symbol of historical and close cooperation between Denmark and Germany. Scandlines runs two ferry routes with high capacity and frequency as well as with a green vision for the future.
RYANS Ship Supply LTD;Ship Supply;ÅšlÄ…ska 35/37;Gdynia;Poland;office@ryans.pl;"""+48 888 57 57 51""";"""No data""";http://www.ryans.pl/;"""No data""";No data;"Technical Supply
Spare Parts
Safety equipment
Galley laundry supply"
Leonardo S.p.A;Aerospace, Defence and Security.;No data;Rome;Italy;moc@leonardocompany.com;"""+39 06 50264588""";"""No data""";http://www.leonardocompany.com/;"""No data""";No data;"Leonardo is a global high-tech player in Aerospace, Defence and Security.
We are inspired by Leonardo da Vinci, a universally recognised symbol of creativity and innovation. Our new name follows our business rationalisation in which we absorbed the activities of AgustaWestland, Alenia Aermacchi, OTO Melara, Selex ES and WASS into one company."
PANAMA MARITIME SUPPLIER;Ship Supply;Torre de las Americas;Panama;Panama;contact@panamamaritimesupplier.com;"""+50767995858""";"""No data""";http://www.panamamaritimesupplier.com/;"""+507 67995858""";"Panama City (Balboa), 
Puerto Armuelles";"PANAMA MARITIME SUPPLIER (Ship Chandler) is a company dedicated to the supply of products that require vessels transiting the territory of the Republic of Panama, born of the need of regional producers and distributors to be able to supply its products at a competitive price, we have Resolutions and Licenses required by the Government of the Republic of Panama for this activity.
SERVICES
We operate in the entire Maritime Zone of Panama, join our list of customers, quote and receive the benefit of an Alliance dedicated to meet your needs throughout our Line of Products and Services, your cargo or services will be with full responsibility in the point and established hours.

WE OFFER SERVICES â€¦
â€¢ SUPPLY: Auxiliary cargo supply required by your vessel.
â€¢ TRANSPORTATION: We offer services of Transportation of Personnel, Messaging, Storage and Logistics of Cargo Transportation.
â€¢ LEGAL SERVICES: Through Lawyers committed to Providing a Positive Result in our Clients.
â€¢ REGISTRY OF SHIPS: Registry of Ships in the Republic of Panama and its benefits.
â€¢ CLEANING: General Professional Cleaning, steam cleaning, etc.
â€¢ FUMIGATION: Ship Fumigation Service"
PANAMA MARITIME SUPPLIER;Ship Supply;Torre de las Americas;Panama;Panama;contact@panamamaritimesupplier.com;"""+507 830-9306""";"""+507 830-9306""";http://www.panamamaritimesupplier.com/;"""+507 67995858""";No data;PANAMA MARITIME SUPPLIER (Ship Chandler) is a company dedicated to the supply of products that require vessels transiting the territory of the Republic of Panama, born of the need of regional producers and distributors to be able to supply its products at a competitive price, we have Resolutions and Licenses required by the Government of the Republic of Panama for this activity.
PANAMA MARITIME SUPPLIER;Ship Supply;Torre de las Americas;Panama;Panama;contact@panamamaritimesupplier.com;"""+507 830-9306""";"""+5078309306""";http://www.panamamaritimesupplier.com/;"""+507 67995858""";No data;PANAMA MARITIME SUPPLIER (Ship Chandler) is a company dedicated to the supply of products that require vessels transiting the territory of the Republic of Panama, born of the need of regional producers and distributors to be able to supply its products at a competitive price, we have Resolutions and Licenses required by the Government of the Republic of Panama for this activity.
PANAMA MARITIME SUPPLIER;Ship Supply;Torre de las Americas;Panama;Panama;contact@panamamaritimesupplier.com;"""+507 830-9306""";"""No data""";http://www.panamamaritimesupplier.com/;"""+507 67995858""";No data;"PANAMA MARITIME SUPPLIER (Ship Chandler) is a company dedicated to the supply of products that require vessels transiting the territory of the Republic of Panama, born of the need of regional producers and distributors to be able to supply its products at a competitive price, we have Resolutions and Licenses required by the Government of the Republic of Panama for this activity.
SERVICES
We operate in the entire Maritime Zone of Panama, join our list of customers, quote and receive the benefit of an Alliance dedicated to meet your needs throughout our Line of Products and Services, your cargo or services will be with full responsibility in the point and established hours.
WE OFFER SERVICES â€¦
â€¢ SUPPLY: Auxiliary cargo supply required by your vessel.
â€¢ TRANSPORTATION: We offer services of Transportation of Personnel, Messaging, Storage and Logistics of Cargo Transportation.
â€¢ LEGAL SERVICES: Through Lawyers committed to Providing a Positive Result in our Clients.
â€¢ REGISTRY OF SHIPS: Registry of Ships in the Republic of Panama and its benefits.
â€¢ CLEANING: General Professional Cleaning, steam cleaning, etc.
â€¢ FUMIGATION: Ship Fumigation Service
PANAMA MARITIME SUPPLIER
www.panamamaritimesupplier.com
skype: espinaleses"
PANAMA MARITIME SUPPLIER;Ship Supply;Torre de las Americas;Panama;Panama;contact@panamamaritimesupplier.com;"""+507 830-9306""";"""No data""";http://www.panamamaritimesupplier.com/;"""+507 67995858""";No data;"PANAMA MARITIME SUPPLIER (Ship Chandler) is a company dedicated to the supply of products that require vessels transiting the territory of the Republic of Panama, born of the need of regional producers and distributors to be able to supply its products at a competitive price, we have Resolutions and Licenses required by the Government of the Republic of Panama for this activity.
SERVICES
We operate in the entire Maritime Zone of Panama, join our list of customers, quote and receive the benefit of an Alliance dedicated to meet your needs throughout our Line of Products and Services, your cargo or services will be with full responsibility in the point and established hours.
WE OFFER SERVICES â€¦
â€¢ SUPPLY: Auxiliary cargo supply required by your vessel.
â€¢ TRANSPORTATION: We offer services of Transportation of Personnel, Messaging, Storage and Logistics of Cargo Transportation.
â€¢ LEGAL SERVICES: Through Lawyers committed to Providing a Positive Result in our Clients.
â€¢ REGISTRY OF SHIPS: Registry of Ships in the Republic of Panama and its benefits.
â€¢ CLEANING: General Professional Cleaning, steam cleaning, etc.
â€¢ FUMIGATION: Ship Fumigation Service
PANAMA MARITIME SUPPLIER
www.panamamaritimesupplier.com
skype: espinaleses"
PANAMA MARITIME SUPPLIER;Ship Supply;Torre de las Americas;Panama;Panama;contact@panamamaritimesupplier.com;"""+5078309306""";"""No data""";http://www.panamamaritimesupplier.com/;"""+507 67995858""";No data;"PANAMA MARITIME SUPPLIER (Ship Chandler) is a company dedicated to the supply of products that require vessels transiting the territory of the Republic of Panama, born of the need of regional producers and distributors to be able to supply its products at a competitive price, we have Resolutions and Licenses required by the Government of the Republic of Panama for this activity.
SERVICES
We operate in the entire Maritime Zone of Panama, join our list of customers, quote and receive the benefit of an Alliance dedicated to meet your needs throughout our Line of Products and Services, your cargo or services will be with full responsibility in the point and established hours.

WE OFFER SERVICES â€¦
â€¢ SUPPLY: Auxiliary cargo supply required by your vessel.
â€¢ TRANSPORTATION: We offer services of Transportation of Personnel, Messaging, Storage and Logistics of Cargo Transportation.
â€¢ LEGAL SERVICES: Through Lawyers committed to Providing a Positive Result in our Clients.
â€¢ REGISTRY OF SHIPS: Registry of Ships in the Republic of Panama and its benefits.
â€¢ CLEANING: General Professional Cleaning, steam cleaning, etc.
â€¢ FUMIGATION: Ship Fumigation Service

PANAMA MARITIME SUPPLIER
www.panamamaritimesupplier.com
skype: espinaleses"
PANAMA MARITIME SUPPLIER;Ship Supply;Torre de las Americas;Panama;Panama;contact@panamamaritimesupplier.com;"""No data""";"""No data""";http://www.panamamaritimesupplier.com/;"""+507 67995858""";No data;"PANAMA MARITIME SUPPLIER (Ship Chandler) is a company dedicated to the supply of products that require vessels transiting the territory of the Republic of Panama, born of the need of regional producers and distributors to be able to supply its products at a competitive price, we have Resolutions and Licenses required by the Government of the Republic of Panama for this activity.
SERVICES
We operate in the entire Maritime Zone of Panama, join our list of customers, quote and receive the benefit of an Alliance dedicated to meet your needs throughout our Line of Products and Services, your cargo or services will be with full responsibility in the point and established hours.

WE OFFER SERVICES â€¦
â€¢ SUPPLY: Auxiliary cargo supply required by your vessel.
â€¢ TRANSPORTATION: We offer services of Transportation of Personnel, Messaging, Storage and Logistics of Cargo Transportation.
â€¢ LEGAL SERVICES: Through Lawyers committed to Providing a Positive Result in our Clients.
â€¢ REGISTRY OF SHIPS: Registry of Ships in the Republic of Panama and its benefits.
â€¢ CLEANING: General Professional Cleaning, steam cleaning, etc.
â€¢ FUMIGATION: Ship Fumigation Service

PANAMA MARITIME SUPPLIER
www.panamamaritimesupplier.com
skype: espinaleses"
Diesel Engine Service;Ship Repair;Kolumba 60;Szczecin;Poland;info@d-e-s.pl;"""+48 91 3500294""";"""No data""";http://www.d-e-s.pl/;"""No data""";Szczecin;"Repairs and overhauling of marine and industrial diesel engines
Electric and automation service
Spare parts and electrical components"
VR GLOBAL UNIQUE;Ship Supply;durian tunggal;melaka;Malaysia;vrglobalunique@gmail.com;"""+60 182544909""";"""No data""";http://vrglobalunique.wixsite.com/website;"""+06182544909""";No data;"We are Ship Chandler in Melaka supplying provision and bonded items.

FAST, QUALITY AND FAST"
Fraiserline;Other;No data;No data;United Kingdom;info@fraiserline.com;"""+44 1252 756904""";"""No data""";http://www.fraiserline.com/marine;"""No data""";No data;Design and innovation solutions for the cruise industry for world-class marine brands.
VILLASUB OBRAS MARITIMAS SL;Diving and Underwater Services;PANDO, 4 TORNON;VILLAVICIOSA;Spain;info@villasub.es;"""+34 615 165 003""";"""+34 985 892 371""";http://www.villasub.es/;"""No data""";No data;No data
Rostock Port GmbH;Port or Terminal Operator;Ost-West-StraÃŸe 32;Rostock;Germany;info@rostock-port.de;"""+49 (0) 381 350 0""";"""+49 (0) 381 350 5515""";https://www.rostock-port.de/;"""No data""";Rostock;"The operator of the ferry and cruise ship port at Rostock.
The operating company of the terminal for combined freight transport.
Management, development and maintenance of port infrastructure,
Leasing of property and real estate for the establishment of businesses in the industrial area of the Rostock seaport as well as the provision of services and utilities.
24 hrs availability
Mooring service
Water supply
additional services.
Harbour restaurant
The harbour restaurant is situated adjacent to the main office building of ROSTOCK PORT."
Civitavecchia Ship Chandler Jakarta;Ship Supply;Swasembada barat 6 no.42;Jakarta utara;Indonesia;sales@civitavecchiashipchandler.com;"""+628991347005""";"""No data""";https://www.civitavecchiashipchandler.com/;"""+628991347005""";"Cigading, 
Dumai, 
Merak Port, 
Jakarta (Tanjung Priok), 
Semarang, 
Surabaya, 
Cilacap, 
Banjarmasin";"Civitavecchia shipchandler jakarta is a leading ship supply / ship chandlry in indonesia. Our vision to be a partner of marine industry which shipping company that the vessel is calling to INDONESIA port.
We are glad to service our value client for:
PROVISION SUPPLY STORE
DECK & ENGINE EQUIPMENT STORE
ADMIRALTY CHART & PUBLICATION
SAFETY EQUIPMENT."
Peterson Homes Restoration & Roofing;Real Estate;501 Brannon Rd;Nicholasville;United States;info@petersonroofingky.com;"""+1 859-251-6001""";"""No data""";https://www.petersonroofingky.com/;"""No data""";No data;Peterson Homes Restoration & Roofing is one of Central KY oldest roofing companies. In business and family owned since 1981. Lexington& Best Roof Contractor
